과목명,교수,전공,강의실,요일,강의시간
화공기초설계,고문주," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,수,13-16
화공기초설계,이승애," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,목,13-16
화공기초설계,박정태," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D232,화,13-16
에너지소재,이승애," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D232,화,01-03
에너지소재,이승애," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D232,목,04-06
화공종합설계,최명석," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,월,13-19
화공종합설계,주지봉," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B567,화,13-19
화공종합설계,이정걸," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,수,13-19
촉매반응공학,주지봉," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공A207,화,04-06
촉매반응공학,주지봉," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공A207,목,01-03
고분자화학2,고준석," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D232,월,04-06
고분자화학2,고준석," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D232,수,01-03
고분자화학2,김세현," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,월,04-06
고분자화학2,김세현," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,수,01-03
전자재료및소자,민요셉," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공C_B182,화,10-12
전자재료및소자,민요셉," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공C_B182,목,07-09
전자재료및소자,문두경," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,화,10-12
전자재료및소자,문두경," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,목,07-09
전자재료및소자,이위형," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B555,화,10-12
전자재료및소자,이위형," 디스플레이공학연계, 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B555,목,07-09
기기분석,김세현," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B567,화,04-06
기기분석,김세현," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B567,목,01-03
친환경소재,허탁," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B555,월,01-03
친환경소재,허탁," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공B555,수,04-06
바이오소재,최명석," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,월,01-03
바이오소재,최명석," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,수,04-06
세라믹재료공정,임성기," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,화,07-09
세라믹재료공정,임성기," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D233,목,10-12
화공복합소재공정,고문주," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,화,07-09
화공복합소재공정,고문주," 융합신소재공, 화학공, 유기나노시스템공, 화학공학부",공D231,목,10-12
화장품제조학,박세실리아, K뷰티산업융합학과,산학307,토,09-14
메디컬스킨케어,김숙희, K뷰티산업융합학과,산학219,수,19-21
뷰티산업경영학개론,조상근, K뷰티산업융합학과,산학220,화,19-21
뷰티산업마케팅,홍원기, K뷰티산업융합학과,산학219,화,19-21
뷰티산업무역실무,전동석, K뷰티산업융합학과,산학220,수,19-21
뷰티산업실무인턴쉽,홍원기, K뷰티산업융합학과,산학219,목,19-21
뷰티산업마케팅조사론,이영희, K뷰티산업융합학과,산학106,토,09-14
전시컨밴션마케팅,조상근, K뷰티산업융합학과,산학220,목,19-21
기계재료,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,화,04-06
기계재료,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,목,04-06
기계재료,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,화,10-12
기계재료,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,목,10-12
고속공기역학,박수형," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,화,16-18
고속공기역학,박수형," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,금,04-06
시스템설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,월,09-12
시스템설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",새302,수,09-12
시스템설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,월,13-16
시스템설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",새302,수,13-16
응용열역학,김성진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,월,04-06
응용열역학,김성진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,수,04-06
자동차공학,박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B554,화,01-03
자동차공학,박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B554,목,01-03
자동차공학,박정규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,화,10-12
자동차공학,박정규," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A406,목,10-12
제어공학,강철구," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",e-러닝,,
제어공학,이영재," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B170,월,01-03
제어공학,이영재," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B170,수,01-03
CAM및CNC가공,고성림," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,화,04-06
CAM및CNC가공,고성림," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,목,04-06
종합설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B160-2,월,07-08
종합설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A303,화,07-08
종합설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",중장비102,목,07-08
창의설계,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공308,화,13-16
창의설계,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",중장비101-2,화,17-18
창의설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공414,화,13-16
창의설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D134,화,17-18
창의설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공414,목,13-16
창의설계,이창우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D134,목,17-18
창의설계,박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공308,목,13-16
창의설계,박수한," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B160-2,목,17-18
창의설계,윤광준," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공A303,수,13-18
기구설계,황선경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B170,월,09-12
기구설계,황선경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B165,수,09-12
기구설계,황선경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B170,월,13-16
기구설계,황선경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B165,수,13-16
응용재료역학,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,화,01-03
응용재료역학,이동진," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B552,목,01-03
계측실험,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공308,화,09-12
계측실험,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공308,목,09-12
열유체실험,이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공307,화,17-19
열유체실험,이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공307,수,17-19
열유체실험,이병욱," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공307,목,17-19
재료실험,김창완," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공415,화,17-19
재료실험,김창완," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공415,목,04-07
재료실험,김창완," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공415,목,17-19
기계제도,유태열," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",새504,월,09-12
기계제도,유태열," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",새504,월,13-16
기계제도,유태열," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",새504,월,17-19
로봇공학,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B554,화,04-06
로봇공학,정회룡," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B554,목,04-06
최적설계,김창완," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B360,화,10-12
최적설계,김창완," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공B156,목,10-12
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D133-2,금,01-02
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D132,금,03-04
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D133-2,금,05-06
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D132,금,07-08
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D133-2,금,09-10
기계제작실습,김덕기," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D132,금,11-12
제품공학설계,"박수한, 이창우, 김창완, 이동진, 김성진, 정회룡"," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공C_B182,월,17-19
제품공학설계,"박수한, 이창우, 김창완, 이동진, 김성진, 정회룡"," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공C_B182,수,17-19
항공전자계측실험,강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공514,목,17-19
항공전자계측실험,강태삼," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공514,화,13-16
유도제어실험,성상경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공514,월,13-16
유도제어실험,성상경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공514,월,17-19
유도제어실험,성상경," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",신공514,수,17-19
비행체설계기초,이재우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D234,월,13-15
비행체설계기초,이재우," 항공우주정보시스템공학과, 기계공학부, 기계항공공학부",공D234,수,13-15
